cap-shape,cap-size,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,spore-hue,population,habitat,cals,fat,carbs,protein,label
bell,small,smooth,buff,no,almond,notched,close,narrow,gray,enlarging,rooted,smooth,fibrous,yellow,yellow,partial,yellow,one,pendant,buff,red,scattered,paths,low,high,low,high,0
conical,large,scaly,red,bruises,musty,notched,crowded,narrow,white,enlarging,equal,silky,smooth,buff,yellow,universal,orange,two,flaring,chocolate,green,numerous,leaves,low,low,low,low,0
flat,medium,fibrous,green,bruises,none,descending,close,narrow,black,enlarging,missing,silky,scaly,orange,cinnamon,universal,brown,two,flaring,green,green,clustered,urban,low,medium,medium,low,2
flat,medium,grooves,pink,no,none,free,crowded,broad,orange,tapering,cup,fibrous,fibrous,orange,cinnamon,universal,brown,one,pendant,purple,buff,solitary,leaves,medium,high,medium,medium,3
flat,small,smooth,yellow,bruises,creosote,notched,crowded,narrow,white,tapering,rhizomorphs,scaly,fibrous,brown,orange,partial,yellow,one,zone,brown,gray,scattered,woods,medium,high,low,high,3
convex,small,grooves,brown,bruises,pungent,descending,close,broad,black,tapering,equal,silky,fibrous,buff,brown,partial,white,one,pendant,chocolate,purple,several,leaves,high,medium,low,medium,2
convex,large,grooves,brown,bruises,fishy,free,close,broad,pink,enlarging,equal,scaly,silky,white,brown,partial,orange,one,sheathing,buff,purple,clustered,grasses,high,low,medium,high,2
convex,small,fibrous,gray,no,fishy,notched,crowded,narrow,buff,enlarging,cup,scaly,silky,brown,buff,partial,orange,one,none,purple,green,scattered,woods,medium,medium,low,high,2
convex,large,smooth,brown,bruises,anise,descending,close,broad,white,enlarging,cup,smooth,smooth,pink,red,partial,yellow,none,zone,purple,purple,abundant,leaves,medium,low,medium,medium,0
knobbed,small,smooth,gray,bruises,creosote,attached,close,broad,white,tapering,rooted,smooth,smooth,red,red,partial,brown,two,pendant,brown,green,solitary,woods,high,low,high,high,2
conical,small,fibrous,white,bruises,pungent,free,crowded,broad,buff,enlarging,bulbous,fibrous,smooth,gray,pink,universal,brown,none,sheathing,brown,brown,several,meadows,medium,medium,low,medium,1
flat,large,smooth,yellow,no,creosote,free,distant,narrow,black,tapering,club,fibrous,scaly,gray,orange,partial,orange,two,zone,orange,buff,several,grasses,high,low,low,low,2
bell,small,scaly,red,no,musty,free,crowded,broad,white,enlarging,bulbous,fibrous,scaly,red,red,universal,white,none,none,buff,cinnamon,numerous,meadows,high,high,medium,medium,3
flat,medium,scaly,buff,bruises,pungent,descending,crowded,broad,brown,enlarging,club,scaly,scaly,brown,pink,partial,yellow,one,evanescent,green,white,several,meadows,low,medium,high,high,2
flat,medium,scaly,brown,bruises,almond,attached,close,narrow,gray,enlarging,missing,scaly,fibrous,yellow,gray,partial,brown,none,evanescent,chocolate,red,abundant,paths,medium,high,medium,high,0
knobbed,medium,grooves,green,bruises,almond,notched,distant,broad,green,tapering,cup,fibrous,silky,yellow,cinnamon,universal,yellow,two,zone,black,white,scattered,leaves,high,medium,medium,high,3
conical,small,smooth,green,no,foul,notched,crowded,narrow,brown,enlarging,bulbous,smooth,scaly,white,pink,universal,white,two,none,chocolate,cinnamon,clustered,grasses,high,high,high,low,2
sunken,medium,fibrous,red,bruises,spicy,free,crowded,narrow,orange,enlarging,rooted,scaly,scaly,gray,yellow,universal,yellow,two,sheathing,brown,white,scattered,leaves,high,high,low,medium,3
sunken,small,smooth,purple,bruises,almond,notched,distant,broad,green,enlarging,rooted,silky,scaly,pink,pink,partial,brown,none,sheathing,purple,green,abundant,woods,medium,high,high,medium,2
bell,medium,grooves,buff,bruises,foul,attached,crowded,narrow,gray,tapering,rooted,smooth,fibrous,orange,brown,universal,orange,none,large,chocolate,red,several,woods,low,high,high,low,2
knobbed,large,scaly,green,no,almond,attached,distant,narrow,black,enlarging,bulbous,smooth,scaly,gray,cinnamon,universal,white,none,none,green,red,numerous,woods,high,medium,medium,high,2
flat,small,smooth,yellow,bruises,pungent,descending,distant,broad,black,tapering,cup,fibrous,silky,cinnamon,pink,universal,white,two,pendant,yellow,purple,clustered,leaves,medium,high,medium,high,1
knobbed,large,fibrous,brown,no,spicy,descending,close,narrow,white,tapering,club,smooth,scaly,brown,buff,universal,orange,none,none,buff,brown,clustered,grasses,medium,high,medium,low,3
flat,medium,fibrous,brown,bruises,foul,descending,close,broad,white,enlarging,rhizomorphs,scaly,silky,pink,red,universal,yellow,one,flaring,buff,green,abundant,leaves,medium,medium,high,high,0
flat,small,fibrous,brown,bruises,pungent,descending,crowded,narrow,orange,tapering,bulbous,scaly,silky,orange,cinnamon,partial,brown,two,zone,yellow,red,abundant,woods,low,high,medium,medium,2
bell,small,grooves,gray,no,none,attached,close,broad,buff,enlarging,equal,silky,smooth,white,gray,universal,white,none,none,orange,cinnamon,numerous,woods,high,medium,medium,low,3
knobbed,large,grooves,brown,bruises,creosote,descending,distant,narrow,black,tapering,rhizomorphs,scaly,scaly,white,buff,universal,white,two,none,green,pink,clustered,leaves,medium,high,medium,medium,1
sunken,medium,fibrous,red,bruises,spicy,descending,distant,narrow,black,tapering,rooted,smooth,fibrous,buff,white,universal,brown,two,none,brown,yellow,several,woods,low,medium,medium,high,2
bell,small,smooth,buff,bruises,musty,descending,crowded,broad,yellow,tapering,rhizomorphs,fibrous,scaly,buff,buff,universal,yellow,none,none,white,green,abundant,urban,low,high,low,high,1
flat,small,fibrous,brown,bruises,fishy,notched,close,broad,black,enlarging,club,fibrous,silky,white,white,partial,brown,one,evanescent,orange,purple,solitary,paths,medium,medium,high,high,0
sunken,small,grooves,buff,no,foul,attached,crowded,narrow,yellow,tapering,rooted,smooth,silky,buff,red,universal,orange,two,none,brown,green,numerous,woods,medium,high,low,low,2
flat,small,grooves,purple,no,creosote,attached,distant,narrow,red,tapering,rhizomorphs,silky,smooth,orange,gray,partial,brown,two,flaring,chocolate,buff,scattered,meadows,low,medium,low,medium,3
knobbed,small,smooth,white,no,almond,attached,distant,narrow,pink,tapering,missing,smooth,smooth,gray,yellow,partial,white,two,none,black,cinnamon,several,leaves,high,low,high,low,3
flat,medium,smooth,buff,bruises,pungent,descending,distant,broad,buff,tapering,bulbous,silky,fibrous,buff,brown,universal,yellow,none,pendant,yellow,white,several,meadows,low,low,high,high,2
flat,large,grooves,white,bruises,anise,free,distant,narrow,white,enlarging,cup,silky,scaly,white,orange,partial,yellow,none,sheathing,orange,gray,abundant,paths,medium,high,medium,high,0
conical,small,grooves,brown,bruises,almond,free,distant,narrow,green,enlarging,rooted,smooth,silky,orange,orange,universal,brown,two,sheathing,yellow,brown,scattered,paths,medium,medium,medium,medium,1
knobbed,medium,fibrous,purple,bruises,spicy,attached,crowded,broad,purple,enlarging,rhizomorphs,fibrous,fibrous,orange,orange,partial,orange,two,none,orange,white,several,leaves,medium,high,low,low,1
bell,large,fibrous,cinnamon,bruises,anise,descending,close,broad,brown,enlarging,rooted,smooth,silky,orange,pink,partial,brown,one,sheathing,orange,brown,several,woods,high,low,medium,high,2
sunken,small,smooth,yellow,bruises,anise,descending,crowded,narrow,yellow,enlarging,rhizomorphs,silky,silky,buff,pink,universal,yellow,one,none,buff,yellow,numerous,urban,low,low,medium,high,1
sunken,large,grooves,yellow,no,almond,free,distant,narrow,purple,enlarging,missing,fibrous,smooth,red,pink,universal,orange,none,pendant,orange,red,abundant,woods,medium,low,medium,low,1
knobbed,large,smooth,purple,no,musty,attached,close,broad,purple,enlarging,equal,fibrous,scaly,buff,red,partial,orange,one,zone,buff,brown,numerous,grasses,medium,low,high,high,0
flat,large,fibrous,green,bruises,anise,free,distant,narrow,white,enlarging,rhizomorphs,scaly,scaly,orange,yellow,partial,orange,two,evanescent,brown,buff,abundant,waste,high,medium,low,high,0
flat,medium,fibrous,buff,bruises,none,attached,close,narrow,pink,tapering,rhizomorphs,silky,scaly,cinnamon,buff,partial,white,none,sheathing,purple,white,scattered,waste,low,low,high,high,0
convex,large,fibrous,purple,bruises,pungent,free,distant,broad,black,enlarging,rhizomorphs,silky,smooth,buff,buff,universal,yellow,none,large,chocolate,pink,several,leaves,medium,low,medium,high,2
bell,large,fibrous,red,bruises,anise,notched,close,broad,black,enlarging,bulbous,scaly,scaly,brown,orange,partial,white,none,large,white,purple,scattered,grasses,medium,medium,high,low,2
knobbed,small,smooth,red,bruises,anise,descending,crowded,narrow,red,tapering,club,smooth,smooth,buff,orange,universal,yellow,none,sheathing,purple,white,scattered,grasses,high,medium,high,medium,3
flat,small,fibrous,yellow,bruises,fishy,attached,close,narrow,white,tapering,rhizomorphs,silky,scaly,white,orange,universal,brown,two,none,yellow,cinnamon,numerous,waste,low,medium,medium,high,2
bell,medium,fibrous,green,no,foul,notched,distant,narrow,yellow,tapering,cup,smooth,scaly,white,orange,universal,yellow,none,flaring,green,buff,several,grasses,medium,low,low,high,0
conical,large,grooves,brown,no,almond,notched,distant,broad,black,enlarging,cup,scaly,silky,brown,pink,partial,orange,none,zone,purple,green,clustered,woods,medium,high,low,high,0
convex,medium,scaly,purple,bruises,foul,attached,close,narrow,green,tapering,rooted,fibrous,scaly,white,buff,partial,yellow,two,evanescent,brown,cinnamon,numerous,paths,medium,medium,medium,medium,0
knobbed,small,fibrous,brown,no,pungent,notched,distant,narrow,orange,enlarging,rooted,fibrous,silky,red,buff,universal,yellow,none,flaring,orange,purple,clustered,leaves,low,high,low,medium,0
sunken,small,smooth,purple,no,none,attached,distant,broad,white,tapering,equal,fibrous,fibrous,white,white,universal,brown,two,pendant,white,white,several,waste,high,medium,medium,high,3
flat,small,scaly,green,bruises,pungent,attached,distant,narrow,gray,enlarging,equal,silky,silky,yellow,pink,universal,brown,none,large,yellow,white,clustered,leaves,medium,low,low,high,2
convex,small,fibrous,yellow,bruises,spicy,free,close,broad,red,tapering,cup,smooth,silky,buff,yellow,partial,orange,one,flaring,black,white,abundant,woods,low,medium,low,low,1
convex,small,scaly,purple,no,fishy,attached,close,narrow,pink,tapering,cup,scaly,scaly,gray,red,universal,white,none,sheathing,white,purple,clustered,grasses,low,low,medium,medium,2
conical,small,smooth,brown,no,musty,attached,crowded,narrow,green,enlarging,equal,scaly,fibrous,pink,red,partial,orange,two,pendant,black,yellow,clustered,leaves,medium,high,medium,medium,0
knobbed,medium,smooth,pink,bruises,anise,free,distant,narrow,buff,enlarging,cup,scaly,fibrous,white,buff,universal,yellow,one,sheathing,yellow,brown,solitary,meadows,low,high,medium,low,1
flat,small,grooves,brown,bruises,almond,descending,distant,broad,orange,enlarging,rooted,scaly,silky,white,white,partial,yellow,none,evanescent,green,green,abundant,woods,medium,low,high,medium,0
flat,small,fibrous,yellow,no,pungent,free,distant,narrow,purple,enlarging,cup,smooth,silky,gray,pink,universal,white,two,zone,yellow,brown,solitary,leaves,high,low,high,low,1
convex,small,smooth,pink,bruises,fishy,descending,crowded,narrow,chocolate,enlarging,bulbous,smooth,fibrous,gray,white,universal,yellow,two,flaring,purple,gray,solitary,paths,high,medium,high,low,2
bell,medium,scaly,buff,bruises,none,descending,close,narrow,gray,enlarging,rooted,smooth,fibrous,cinnamon,red,universal,brown,one,large,green,pink,solitary,woods,high,medium,medium,low,2
bell,small,fibrous,pink,no,none,notched,distant,broad,chocolate,enlarging,cup,silky,silky,orange,orange,partial,yellow,none,none,chocolate,yellow,scattered,meadows,medium,high,low,low,3
sunken,medium,smooth,buff,no,none,notched,close,narrow,green,tapering,bulbous,smooth,silky,yellow,brown,universal,white,two,zone,orange,cinnamon,abundant,urban,high,high,high,low,3
conical,medium,fibrous,yellow,no,spicy,descending,close,narrow,brown,enlarging,bulbous,scaly,silky,red,gray,partial,brown,one,flaring,brown,green,solitary,leaves,low,medium,low,high,3
flat,large,grooves,purple,no,pungent,descending,close,narrow,black,tapering,missing,silky,scaly,brown,brown,universal,yellow,two,pendant,green,brown,clustered,woods,high,high,low,low,2
flat,small,scaly,green,no,fishy,notched,crowded,narrow,pink,enlarging,rooted,smooth,scaly,yellow,red,partial,brown,two,sheathing,orange,white,abundant,waste,low,low,medium,medium,2
conical,small,scaly,brown,no,creosote,notched,crowded,broad,yellow,enlarging,club,fibrous,fibrous,white,buff,universal,brown,two,flaring,black,red,clustered,woods,low,low,low,low,0
flat,small,smooth,cinnamon,bruises,foul,notched,crowded,broad,buff,tapering,club,scaly,fibrous,pink,gray,universal,yellow,none,none,purple,white,several,paths,medium,low,low,medium,0
flat,large,scaly,buff,no,pungent,descending,crowded,broad,orange,tapering,cup,fibrous,fibrous,pink,orange,universal,orange,none,large,brown,purple,scattered,leaves,low,medium,medium,low,3
conical,large,grooves,red,no,fishy,free,close,narrow,red,enlarging,missing,silky,scaly,gray,buff,partial,brown,none,pendant,brown,purple,scattered,woods,low,low,low,low,1
flat,large,grooves,purple,no,foul,free,crowded,broad,red,enlarging,missing,fibrous,smooth,yellow,yellow,partial,brown,one,zone,black,brown,numerous,urban,low,high,high,low,0
knobbed,small,smooth,white,bruises,pungent,attached,distant,narrow,green,enlarging,bulbous,silky,fibrous,gray,white,universal,orange,none,pendant,chocolate,buff,solitary,woods,low,low,high,high,3
sunken,medium,grooves,red,no,foul,notched,close,broad,black,enlarging,equal,fibrous,scaly,orange,gray,partial,white,one,large,green,green,scattered,urban,low,medium,low,high,2
convex,medium,scaly,white,no,none,notched,distant,broad,chocolate,enlarging,cup,smooth,scaly,white,cinnamon,universal,white,one,pendant,yellow,yellow,clustered,paths,low,high,low,medium,1
sunken,large,scaly,white,bruises,spicy,free,close,narrow,yellow,tapering,cup,silky,scaly,buff,gray,universal,white,two,zone,buff,purple,numerous,woods,medium,low,medium,high,1
bell,small,smooth,white,bruises,foul,attached,close,broad,pink,enlarging,rooted,fibrous,smooth,cinnamon,white,universal,orange,one,evanescent,white,pink,solitary,meadows,low,high,low,high,3
convex,small,scaly,cinnamon,bruises,almond,notched,distant,broad,purple,enlarging,equal,smooth,silky,white,buff,universal,brown,one,zone,white,buff,clustered,leaves,high,high,high,medium,3
convex,medium,grooves,yellow,no,anise,notched,close,narrow,buff,tapering,rhizomorphs,silky,smooth,white,orange,partial,brown,none,none,chocolate,gray,scattered,leaves,low,medium,low,medium,1
convex,large,scaly,yellow,bruises,fishy,descending,crowded,narrow,white,enlarging,rooted,silky,silky,pink,buff,universal,brown,none,none,orange,yellow,scattered,woods,low,medium,high,high,2
convex,large,smooth,gray,no,foul,notched,close,narrow,brown,enlarging,rooted,scaly,scaly,red,pink,partial,orange,none,large,purple,buff,solitary,meadows,low,medium,medium,medium,2
sunken,medium,smooth,cinnamon,bruises,anise,notched,distant,broad,gray,tapering,cup,silky,silky,gray,brown,universal,orange,none,large,black,buff,solitary,leaves,high,medium,medium,low,3
bell,small,fibrous,purple,bruises,fishy,notched,crowded,narrow,white,tapering,bulbous,fibrous,smooth,brown,buff,partial,white,none,large,white,cinnamon,solitary,urban,low,low,low,low,3
bell,large,grooves,green,bruises,almond,notched,close,narrow,gray,enlarging,missing,smooth,scaly,yellow,orange,universal,white,two,none,green,cinnamon,several,paths,medium,medium,high,high,3
convex,small,grooves,buff,no,almond,notched,close,narrow,pink,tapering,rooted,scaly,smooth,white,orange,partial,yellow,none,zone,brown,yellow,abundant,woods,low,medium,low,low,2
sunken,large,grooves,purple,no,pungent,attached,distant,narrow,chocolate,enlarging,equal,scaly,silky,pink,orange,universal,brown,one,sheathing,yellow,cinnamon,clustered,grasses,medium,high,high,low,1
flat,large,scaly,white,no,fishy,free,close,narrow,pink,tapering,equal,fibrous,silky,cinnamon,cinnamon,universal,orange,none,none,green,brown,clustered,woods,medium,low,high,low,1
conical,large,fibrous,pink,no,musty,notched,close,narrow,yellow,enlarging,rhizomorphs,smooth,fibrous,gray,red,universal,orange,none,none,black,buff,abundant,woods,high,low,medium,medium,3
bell,medium,smooth,yellow,no,none,free,crowded,broad,red,tapering,bulbous,smooth,fibrous,red,buff,universal,white,none,sheathing,chocolate,green,numerous,leaves,high,high,medium,low,3
